video_name,dur,W,H,FPS,f0,f,f0_sess,student_codes,bbox_gt,act_gt,fn_gt,bbox_alg,act_alg,fn_alg,cf_label,IOU
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,10,858,480,30,300,30,300,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,11,858,480,30,330,30,330,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,12,858,480,30,360,30,360,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,13,858,480,30,390,30,390,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,14,858,480,30,420,30,420,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,15,858,480,30,450,30,450,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,16,858,480,30,480,30,480,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,17,858,480,30,510,30,510,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,18,858,480,30,540,30,540,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,19,858,480,30,570,30,570,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,20,858,480,30,600,30,600,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,21,858,480,30,630,30,630,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,22,858,480,30,660,30,660,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,23,858,480,30,690,30,690,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,24,858,480,30,720,30,720,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,25,858,480,30,750,30,750,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,26,858,480,30,780,30,780,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,27,858,480,30,810,30,810,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,28,858,480,30,840,30,840,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,29,858,480,30,870,30,870,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,30,858,480,30,900,30,900,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,31,858,480,30,930,30,930,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,32,858,480,30,960,30,960,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,33,858,480,30,990,30,990,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,34,858,480,30,1020,30,1020,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,35,858,480,30,1050,30,1050,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,36,858,480,30,1080,30,1080,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,37,858,480,30,1110,30,1110,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,38,858,480,30,1140,30,1140,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,39,858,480,30,1170,30,1170,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,40,858,480,30,1200,30,1200,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,41,858,480,30,1230,30,1230,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,42,858,480,30,1260,30,1260,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,43,858,480,30,1290,30,1290,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,44,858,480,30,1320,30,1320,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,45,858,480,30,1350,30,1350,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,46,858,480,30,1380,30,1380,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,47,858,480,30,1410,30,1410,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,48,858,480,30,1440,30,1440,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,49,858,480,30,1470,30,1470,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,50,858,480,30,1500,30,1500,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,51,858,480,30,1530,30,1530,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,52,858,480,30,1560,30,1560,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,53,858,480,30,1590,30,1590,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,54,858,480,30,1620,30,1620,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,55,858,480,30,1650,30,1650,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,56,858,480,30,1680,30,1680,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
G-C1L1P-Apr13-C-Windy_q2_01-07_30fps.mp4,57,858,480,30,1710,30,1710,Marina15P:Cindy14P:Carmen13P:Marta12P,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,0-0-0-0 :0-0-0-0 :0-0-0-0 :0-0-0-0,no_typing :no_typing :no_typing :no_typing,0 :0 :0 :0,TN:TN:TN:TN,0.0: 0.0: 0.0: 0.0
